Gene type	Gene name
protein_coding	SIGLEC8
protein_coding	PEX5
protein_coding	JSRP1
protein_coding	USP31
protein_coding	GRK6
protein_coding	GSTA4
protein_coding	CYP2S1
protein_coding	CDNF
protein_coding	PYDC1
protein_coding	CEMIP
protein_coding	CHMP4A
protein_coding	KIF11
protein_coding	MT1B
protein_coding	GPRC6A
protein_coding	TELO2
protein_coding	SEMA5B
protein_coding	GRAMD1A
protein_coding	FIG4
lncRNA	LINC01753
protein_coding	MBIP
protein_coding	ARL5B
protein_coding	EIF4EBP2
protein_coding	SH3PXD2A
protein_coding	DUT
protein_coding	ARID5B
lncRNA	BCAR3-AS1
protein_coding	NSUN6
protein_coding	CTSD
lncRNA	LINC02884
protein_coding	SKOR1
protein_coding	DLX6
protein_coding	FANK1
protein_coding	RAD51D
lncRNA	LINC01739
protein_coding	CHRNA3
protein_coding	CCDC136
lncRNA	LINC01750
protein_coding	PWWP2A
protein_coding	GALP
protein_coding	FCF1
protein_coding	CUL7
lncRNA	RBM15-AS1
protein_coding	MYO1E
protein_coding	GNG8
protein_coding	PARD3
protein_coding	MAML1
lncRNA	CAMTA1-AS2
protein_coding	DNHD1
protein_coding	TJP3
protein_coding	HACL1
protein_coding	LITAF
protein_coding	SEC24A
protein_coding	CHRNA10
protein_coding	PHLDA2
lncRNA	GRHL3-AS1
protein_coding	KCTD14
protein_coding	VPS25
protein_coding	NAALADL1
protein_coding	PSMA4
protein_coding	PRKAR2B
protein_coding	SCO1
lncRNA	LINC02783
protein_coding	CDIP1
protein_coding	NKAIN2
protein_coding	SRP54
protein_coding	HSPA4
protein_coding	ZFAT
protein_coding	COL10A1
protein_coding	AKAP1
protein_coding	MDH1
protein_coding	PHF14
protein_coding	FUT6
protein_coding	TUBB
protein_coding	PSMD13
protein_coding	BLOC1S3
protein_coding	CUTA
lncRNA	PRKACB-DT
protein_coding	PTGER1
protein_coding	B9D2
lncRNA	ARHGEF2-AS2
protein_coding	ATG4D
protein_coding	NTN3
protein_coding	SAMD9
protein_coding	NPW
protein_coding	FAR2
protein_coding	GTF3C1
protein_coding	DDX56
protein_coding	EYS
lncRNA	LINC02798
protein_coding	PPP1R13B
protein_coding	PLBD1
lncRNA	LINC01134
protein_coding	OSGIN2
protein_coding	NR2F1
protein_coding	PDP1
protein_coding	HCN1
protein_coding	UGGT1
protein_coding	DHX16
protein_coding	FGD6
protein_coding	CTHRC1
protein_coding	MRPS27
protein_coding	TICRR
protein_coding	RTN1
protein_coding	TCAP
protein_coding	RRP8
protein_coding	HOXB7
protein_coding	CDH17
lncRNA	LINC02609
protein_coding	HMG20B
protein_coding	CLN6
protein_coding	IQSEC1
protein_coding	EIF4B
protein_coding	PDHX
protein_coding	RILP
protein_coding	BMP4
protein_coding	SLFN14
protein_coding	RNASEK
protein_coding	LAMTOR4
lncRNA	LINC01703
protein_coding	NOX5
protein_coding	G6PC3
protein_coding	DDAH2
protein_coding	TCF3
lncRNA	LINC01361
protein_coding	HOXD3
protein_coding	ROPN1L
protein_coding	MDH2
protein_coding	SLC9A9
protein_coding	ESCO2
protein_coding	RNF8
protein_coding	SLC12A4
protein_coding	CCNT2
protein_coding	PSMD11
protein_coding	POLQ
protein_coding	ASB8
protein_coding	KLC2
protein_coding	BRD8
protein_coding	DTX3L
protein_coding	ILRUN
protein_coding	SLC33A1
protein_coding	DYNC1H1
protein_coding	ACVRL1
protein_coding	HEXA
protein_coding	FANCE
protein_coding	MSH6
protein_coding	RAB7A
lncRNA	LINC01132
protein_coding	NANOG
protein_coding	DEFA1B
protein_coding	THAP5
protein_coding	GSR
protein_coding	GABBR1
protein_coding	KPNA7
protein_coding	SLC6A11
protein_coding	HAMP
protein_coding	AKT1S1
protein_coding	KCTD6
protein_coding	CLIP1
protein_coding	SPNS2
protein_coding	ALG8
protein_coding	ADI1
protein_coding	GATA2
protein_coding	PENK
protein_coding	IGF2BP3
protein_coding	MAPK15
protein_coding	GPX4
protein_coding	WSB1
protein_coding	CLMN
protein_coding	SUCNR1
protein_coding	MADCAM1
protein_coding	MKNK2
protein_coding	GRM8
protein_coding	NBAS
protein_coding	MED30
protein_coding	THTPA
protein_coding	LUC7L
protein_coding	RAB15
protein_coding	DEFA1
protein_coding	EED
protein_coding	FGF20
protein_coding	EPPK1
protein_coding	NPTX2
protein_coding	PPARD
protein_coding	RBPMS
protein_coding	RNF31
protein_coding	HACD3
protein_coding	FBXW9
protein_coding	COPG2
protein_coding	DZIP1L
lncRNA	SLC16A1-AS1
protein_coding	ADGRE2
lncRNA	LRIG2-DT
protein_coding	ROBO3
lncRNA	LINC01356
protein_coding	RPL14
protein_coding	KIAA0753
protein_coding	ZDHHC23
protein_coding	MMD2
protein_coding	MAP6
protein_coding	ALCAM
protein_coding	MDFIC
protein_coding	EMC9
protein_coding	AIP
lncRNA	LINC02784
protein_coding	DHX33
protein_coding	KATNBL1
protein_coding	TAC4
protein_coding	ZNF800
protein_coding	METRN
protein_coding	CUL9
protein_coding	MSL1
protein_coding	TTLL5
protein_coding	KLRK1
protein_coding	HMBOX1
protein_coding	NEUROD1
protein_coding	MARCOL
protein_coding	FGF10
protein_coding	CIAO2B
lncRNA	LINC02769
protein_coding	RAB11FIP4
protein_coding	CCNF
protein_coding	KDM3B
protein_coding	SPPL2B
lncRNA	LINC01709
protein_coding	AOAH
protein_coding	USP15
protein_coding	COMMD4
protein_coding	RAD18
protein_coding	COLEC11
protein_coding	SMG8
lncRNA	LINC01698
protein_coding	HOXB3
lncRNA	DLEU2L
protein_coding	NOD2
protein_coding	FAIM
protein_coding	NUP153
protein_coding	PIK3R5
protein_coding	DPEP2
protein_coding	GRID2IP
protein_coding	DCAF7
protein_coding	ADAMTS6
protein_coding	NUP210
protein_coding	DNAJB6
protein_coding	MIEF2
lncRNA	LINC01349
protein_coding	FAM53C
protein_coding	PTDSS2
protein_coding	CD2BP2
protein_coding	PALS1
protein_coding	LHX1
protein_coding	OTULINL
protein_coding	OR7D2
protein_coding	ANTKMT
protein_coding	CD79B
protein_coding	ICAM5
protein_coding	NAA30
protein_coding	PER2
lncRNA	CYMP-AS1
protein_coding	MT4
lncRNA	LINC02770
protein_coding	HMGCR
protein_coding	RPS15A
protein_coding	ID4
protein_coding	CRABP1
protein_coding	MED25
protein_coding	KIF19
protein_coding	KCNQ5
protein_coding	CHRNA7
protein_coding	CWC22
protein_coding	PLA2G1B
protein_coding	RNF217
lncRNA	PDC-AS1
protein_coding	GHSR
protein_coding	TMX1
protein_coding	TMEM115
protein_coding	SIK3
protein_coding	STX11
lncRNA	LINC01139
protein_coding	KCTD9
protein_coding	DHX36
protein_coding	TIAM2
protein_coding	KCNS2
lncRNA	LINC02787
protein_coding	UBR5
protein_coding	ACIN1
protein_coding	METAP2
protein_coding	TMEM17
protein_coding	IL1RN
protein_coding	GJC1
protein_coding	VPS35
protein_coding	ANPEP
protein_coding	CLDN12
protein_coding	TTLL6
protein_coding	GFRA1
protein_coding	FAAP24
protein_coding	LIMD1
protein_coding	SGCD
protein_coding	MCOLN1
protein_coding	PSMB6
lncRNA	MIR34AHG
lncRNA	LINC01221
protein_coding	TMED4
lncRNA	LNCTAM34A
protein_coding	ADGRF1
protein_coding	HCFC2
protein_coding	GBE1
protein_coding	SEC23IP
lncRNA	DHX9-AS1
protein_coding	RAD50
protein_coding	VPS41
protein_coding	GPAT2
protein_coding	ADAT2
protein_coding	CCP110
protein_coding	DCN
lncRNA	LINC02813
protein_coding	CCR4
protein_coding	GMNC
protein_coding	BNIP3
protein_coding	TESMIN
protein_coding	CALCOCO2
lncRNA	PLPPR5-AS1
protein_coding	LYNX1
lncRNA	LINC01738
protein_coding	CABP4
protein_coding	SEPTIN8
lncRNA	LINC01350
protein_coding	HNRNPH3
protein_coding	GARIN2
protein_coding	TNFRSF11B
protein_coding	COMMD9
protein_coding	TULP1
protein_coding	MSRB1
protein_coding	HSPBP1
protein_coding	XRN1
lncRNA	LINC01781
protein_coding	ATP6V0D1
protein_coding	PARP10
lncRNA	LINC02768
protein_coding	BATF
protein_coding	GPR65
protein_coding	RIOK1
protein_coding	EIF5
protein_coding	TMEM120A
protein_coding	F2
protein_coding	MGP
lncRNA	ACBD3-AS1
protein_coding	KLRC4
protein_coding	NINJ2
lncRNA	LINC01681
protein_coding	AQP6
protein_coding	FBXL17
protein_coding	AQP7B
protein_coding	CLC
lncRNA	BCL10-AS1
protein_coding	ADRA1B
protein_coding	LRRC19
protein_coding	IRGM
protein_coding	BTNL3
protein_coding	TMEM38B
protein_coding	GADD45GIP1
lncRNA	RABGAP1L-DT
protein_coding	SYNJ2BP
protein_coding	POLR3D
protein_coding	SULT2A1
protein_coding	UBE3B
protein_coding	FBXO38
protein_coding	SPECC1
protein_coding	CYP2C19
protein_coding	PRKN
protein_coding	NDUFA5
protein_coding	GPD2
protein_coding	CRAT
protein_coding	LRFN5
protein_coding	OARD1
protein_coding	AKR1C3
lncRNA	LRP8-DT
protein_coding	ZFP36L1
protein_coding	POLRMT
protein_coding	APOC3
protein_coding	NYAP1
protein_coding	SNX1
protein_coding	TAF2
protein_coding	ARG2
protein_coding	MARCHF5
protein_coding	CNPY3
protein_coding	FAHD1
protein_coding	KIF1C
protein_coding	BANP
protein_coding	RET
protein_coding	HEATR5A
protein_coding	ABHD17B
protein_coding	VPS11
protein_coding	NAMPT
protein_coding	GTF3C4
protein_coding	ANP32B
protein_coding	RHOBTB3
lncRNA	MIR9-1HG
protein_coding	POLR1F
protein_coding	INF2
protein_coding	ECI2
protein_coding	AQP7
protein_coding	FBXO32
protein_coding	CAT
protein_coding	CACNB4
protein_coding	KIF15
protein_coding	ADAM22
protein_coding	PIAS1
protein_coding	MRPS28
protein_coding	A1BG
protein_coding	NDUFB9
protein_coding	LRFN3
protein_coding	RFFL
protein_coding	EML2
protein_coding	TCTN3
protein_coding	TNIP1
lncRNA	LINC02778
protein_coding	CYP11B2
protein_coding	APIP
protein_coding	ADRB3
protein_coding	CYP19A1
protein_coding	TPD52L1
protein_coding	P2RX4
protein_coding	RDH12
protein_coding	FRMD6
protein_coding	PSIP1
protein_coding	CAMK2N2
lncRNA	LINC02792
protein_coding	NCOR1
lncRNA	LINC00184
protein_coding	NEUROG3
protein_coding	PDZD7
protein_coding	VARS2
protein_coding	KLK1
protein_coding	CTTN
protein_coding	MED26
protein_coding	LTK
protein_coding	PABPC1
protein_coding	NPY4R2
protein_coding	CADM4
protein_coding	MBNL1
protein_coding	MAP1S
protein_coding	CARMIL2
protein_coding	HNRNPF
lncRNA	GNB1-DT
protein_coding	CAPN14
protein_coding	PHKB
protein_coding	CNGA3
protein_coding	GDPGP1
protein_coding	NRTN
protein_coding	PSMA6
protein_coding	PEX11A
protein_coding	MRPS33
protein_coding	EMC4
protein_coding	AGFG1
protein_coding	DHPS
protein_coding	THSD7A
protein_coding	DOCK1
lncRNA	CSMD2-AS1
protein_coding	CYGB
protein_coding	SLC17A5
protein_coding	TNS4
lncRNA	RNF186-AS1
protein_coding	SHC4
protein_coding	GPSM1
protein_coding	NUDT1
lncRNA	LINC00624
protein_coding	MAML2
protein_coding	CBX2
protein_coding	RDX
protein_coding	GOLGA6B
protein_coding	CDKN3
protein_coding	HMGA1
protein_coding	GJD2
lncRNA	EXOSC10-AS1
protein_coding	CHP1
protein_coding	TPST1
protein_coding	TOR2A
protein_coding	EIF5A2
protein_coding	MDM2
protein_coding	CYRIB
protein_coding	SUGP1
protein_coding	MUC13
protein_coding	PRTG
protein_coding	EQTN
protein_coding	P3H4
protein_coding	LCN2
protein_coding	ATP8B4
protein_coding	GNAI2
lncRNA	MIR181A1HG
protein_coding	CDH11
protein_coding	SLC46A2
protein_coding	TBL2
protein_coding	DKK1
protein_coding	TMEM132E
protein_coding	STARD10
protein_coding	DMAC1
protein_coding	LZTS2
protein_coding	C5
protein_coding	XAF1
protein_coding	ALDH8A1
protein_coding	REV1
lncRNA	LINC01696
lncRNA	JTB-DT
lncRNA	TFAP2E-AS1
protein_coding	BCKDHB
protein_coding	CTSH
protein_coding	SMC3
protein_coding	CD200
protein_coding	L2HGDH
protein_coding	KRT24
protein_coding	CYBA
protein_coding	CCR10
protein_coding	PLOD3
protein_coding	TMC8
lncRNA	LYPLAL1-DT
protein_coding	NINJ1
protein_coding	APOD
protein_coding	NEU1
protein_coding	SCN1B
protein_coding	HELQ
protein_coding	CCL17
protein_coding	MAF
protein_coding	PSMA3
protein_coding	GRIN2B
protein_coding	NOB1
protein_coding	FOLR3
protein_coding	YIF1B
protein_coding	FOXJ2
protein_coding	LHFPL4
protein_coding	CAV2
protein_coding	AHSP
lncRNA	LYPLAL1-AS1
protein_coding	TET2
protein_coding	TEX14
protein_coding	EPB41L2
protein_coding	AGTR1
protein_coding	MBTPS1
protein_coding	PGA3
protein_coding	ENTPD8
protein_coding	STATH
lncRNA	LINC01645
protein_coding	DGKB
protein_coding	SLC17A6
protein_coding	TSEN2
protein_coding	PANX1
protein_coding	SDS
protein_coding	INA
protein_coding	CTBP2
protein_coding	IPPK
protein_coding	ANKFN1
protein_coding	IDH3A
lncRNA	DOCK7-DT
protein_coding	USH1C
protein_coding	TPRKB
protein_coding	NCBP3
protein_coding	KLF1
protein_coding	SMU1
protein_coding	LIM2
protein_coding	PIN1
lncRNA	ZNF496-DT
protein_coding	CPSF6
protein_coding	TLR1
protein_coding	ARMC6
protein_coding	RPS2
protein_coding	RABGEF1
protein_coding	CLNK
protein_coding	FHIT
protein_coding	FGFBP2
protein_coding	NPFFR2
protein_coding	PAXX
protein_coding	MRPS25
protein_coding	MPI
protein_coding	STOX2
protein_coding	TGFBRAP1
protein_coding	NDUFC1
protein_coding	HOXB6
protein_coding	MEGF10
protein_coding	FLT3LG
protein_coding	GAS2
lncRNA	DCST1-AS1
protein_coding	CCDC47
lncRNA	LINC00853
protein_coding	EP400
protein_coding	TMEM39A
lncRNA	ZNF692-DT
protein_coding	TSSK4
protein_coding	FBP1
protein_coding	IQUB
protein_coding	SLC11A1
protein_coding	NOMO1
protein_coding	EIF2B2
protein_coding	EIF4G2
protein_coding	NNT
protein_coding	GML
protein_coding	PNP
protein_coding	MMP17
protein_coding	ATP5MF
protein_coding	SFTPC
protein_coding	KLB
protein_coding	TADA2B
protein_coding	PTPRD
protein_coding	COL6A5
protein_coding	PRDM5
protein_coding	GEMIN2
protein_coding	SLC44A2
protein_coding	IGF2BP1
protein_coding	PHB2
protein_coding	CNIH2
protein_coding	EPHB4
protein_coding	RB1CC1
protein_coding	KLF13
lncRNA	PRDM16-DT
protein_coding	ACVR1C
protein_coding	HMCN2
protein_coding	SORD
protein_coding	HEMK1
protein_coding	AQP2
protein_coding	SLC29A2
protein_coding	MILR1
protein_coding	SELPLG
protein_coding	HOXC6
protein_coding	TMEM163
protein_coding	TRPM6
protein_coding	INTS13
protein_coding	NEK8
protein_coding	HNRNPLL
protein_coding	FBXL5
protein_coding	CYP11A1
protein_coding	OTX2
lncRNA	LINC01784
lncRNA	ROR1-AS1
protein_coding	ENPP2
protein_coding	REXO5
protein_coding	NTSR2
protein_coding	TOM1L2
protein_coding	OPN4
protein_coding	CATSPER2
protein_coding	DAGLB
protein_coding	PBX3
protein_coding	MIDEAS
protein_coding	KMT2B
protein_coding	BUB3
lncRNA	VAV3-AS1
protein_coding	ABCG8
lncRNA	LINC01765
protein_coding	ACADS
protein_coding	TTC5
protein_coding	CIB2
protein_coding	TNFSF8
protein_coding	ERP44
protein_coding	PSMD2
protein_coding	UGT1A3
protein_coding	USO1
lncRNA	LINC01774
protein_coding	ISL1
protein_coding	TEX261
protein_coding	ZBTB1
protein_coding	ZFAND6
protein_coding	FCHSD1
lncRNA	ZMPSTE24-DT
protein_coding	ECH1
protein_coding	ZDHHC6
protein_coding	STK38L
protein_coding	SYT13
protein_coding	ZFAND5
protein_coding	WDPCP
protein_coding	CNTNAP4
protein_coding	IDO1
protein_coding	DCAF11
protein_coding	DNAJA1
protein_coding	CCM2
protein_coding	ARHGEF10
protein_coding	RTN2
lncRNA	LINC02773
protein_coding	TMCO6
protein_coding	ORMDL2
protein_coding	CARHSP1
protein_coding	SEPHS1
protein_coding	CXCR2
protein_coding	TRIM16
protein_coding	SH3GL1
protein_coding	PRKAG1
protein_coding	DCTN3
protein_coding	PDE10A
protein_coding	GPR55
lncRNA	LINC00582
lncRNA	LINC02791
lncRNA	LINC01705
protein_coding	PAPOLG
protein_coding	FKBPL
protein_coding	DYNC2I2
protein_coding	H2BC8
protein_coding	STXBP2
protein_coding	FAS
protein_coding	RAET1E
protein_coding	SLC41A3
protein_coding	GEMIN5
lncRNA	MAGOH-DT
protein_coding	FAM13A
protein_coding	RPL7L1
protein_coding	PLPPR1
protein_coding	MYOM2
lncRNA	LINC01708
protein_coding	ABCA6
protein_coding	SNAPC4
protein_coding	SERINC5
protein_coding	LAT
protein_coding	GAPDH
lncRNA	LINC01748
protein_coding	SERPINA12
protein_coding	RSPO3
protein_coding	CDK20
protein_coding	CAPN13
lncRNA	RWDD3-DT
protein_coding	WDR46
protein_coding	GPHN
protein_coding	FOXI1
protein_coding	TMEM86B
protein_coding	UGT3A2
protein_coding	NUTF2
protein_coding	CDC34
lncRNA	LINC01777
protein_coding	DSP
protein_coding	RRP12
protein_coding	ZSWIM7
protein_coding	EPHB1
protein_coding	SLC25A46
protein_coding	CATIP
protein_coding	MAFK
protein_coding	CRACD
protein_coding	OGFOD1
protein_coding	MACC1
protein_coding	NTRK2
protein_coding	OOSP2
protein_coding	B3GNT3
protein_coding	LDHAL6A
protein_coding	SPCS2
protein_coding	RNF25
protein_coding	TNFAIP8L1
protein_coding	CAMK2D
protein_coding	CCL25
lncRNA	PHC2-AS1
lncRNA	TNFRSF14-AS1
protein_coding	RBM22
protein_coding	IGFBP4
protein_coding	AP4M1
protein_coding	HSD17B8
protein_coding	DBF4B
protein_coding	BSCL2
lncRNA	IBA57-DT
protein_coding	CYP4F22
lncRNA	MIR29B2CHG
protein_coding	HOMER1
protein_coding	NMRK1
protein_coding	AIFM2
protein_coding	CRELD1
protein_coding	NCOA7
protein_coding	CALR
protein_coding	ATP1B2
protein_coding	HNRNPAB
lncRNA	MATN1-AS1
protein_coding	BRIP1
protein_coding	RNF40
lncRNA	MIR205HG
protein_coding	ENPP4
protein_coding	TRIM28
protein_coding	PSMB5
protein_coding	NRBP1
protein_coding	MARCKS
protein_coding	ELP1
protein_coding	PFDN6
protein_coding	FNIP1
protein_coding	AP4E1
protein_coding	CWF19L1
lncRNA	LINC01142
protein_coding	CD3E
lncRNA	TMEM51-AS2
lncRNA	NEK2-DT
protein_coding	EPHA7
lncRNA	TAF1A-AS1
protein_coding	WDR20
protein_coding	SLC16A5
protein_coding	SQLE
lncRNA	CCDC18-AS1
protein_coding	SMARCD1
protein_coding	DENND5A
protein_coding	PVRIG
protein_coding	ZNF365
protein_coding	PCDHA6
protein_coding	GNG11
protein_coding	FBXL13
protein_coding	SUV39H2
protein_coding	IRX1
protein_coding	PSMD7
protein_coding	TRIM27
protein_coding	RBM25
protein_coding	RYR3
protein_coding	SNCB
protein_coding	RDH10
protein_coding	MINDY3
protein_coding	MTDH
protein_coding	ADGRG3
protein_coding	AGPAT4
protein_coding	BABAM1
protein_coding	TBRG4
lncRNA	ELOA-AS1
protein_coding	IAPP
protein_coding	RFLNA
lncRNA	RTCA-AS1
protein_coding	NCKAP5L
lncRNA	CHRM3-AS2
protein_coding	PITPNM3
protein_coding	RIPK1
protein_coding	ARHGDIB
protein_coding	SCARA3
protein_coding	ARAP3
protein_coding	CRK
protein_coding	RHOT2
protein_coding	KAT2B
protein_coding	TBC1D3L
lncRNA	MKNK1-AS1
protein_coding	CHRAC1
protein_coding	DNAH8
protein_coding	MRPL15
protein_coding	TRIM29
lncRNA	LINC01348
protein_coding	CLUH
protein_coding	AIF1L
protein_coding	PIGH
protein_coding	ARL8B
protein_coding	RUFY2
protein_coding	FBXO22
protein_coding	DIO2
protein_coding	NUP155
protein_coding	KBTBD8
protein_coding	WNK2
lncRNA	LINC01525
protein_coding	COL22A1
lncRNA	AP4B1-AS1
protein_coding	PRKD1
protein_coding	ATP2B2
protein_coding	RAPGEF3
protein_coding	RBM14
protein_coding	FUCA2
protein_coding	TNNI2
protein_coding	WDR76
protein_coding	TMEM132A
protein_coding	IKZF3
protein_coding	RAB44
protein_coding	TAAR1
protein_coding	TRIM10
lncRNA	CAMTA1-AS1
protein_coding	MYOD1
protein_coding	PRAG1
protein_coding	GABPB1
protein_coding	ARFGEF3
protein_coding	EHMT1
protein_coding	ARFGEF1
lncRNA	MYCL-AS1
protein_coding	UCMA
protein_coding	CCNJ
protein_coding	SOD3
protein_coding	HLA-DMB
protein_coding	COQ10B
lncRNA	LMX1A-AS1
protein_coding	EGLN2
protein_coding	VTI1A
protein_coding	SNX4
protein_coding	MTA1
protein_coding	HLA-DRA
protein_coding	C1QTNF1
protein_coding	AKR1C4
protein_coding	IFITM5
protein_coding	QRSL1
protein_coding	CCDC93
protein_coding	ADGRB1
protein_coding	DDX60L
protein_coding	TCIRG1
protein_coding	MTMR9
protein_coding	ELOF1
protein_coding	ITGB3
protein_coding	CNKSR3
protein_coding	NDUFS6
protein_coding	TACC2
protein_coding	KIAA1549
protein_coding	EPHX2
protein_coding	DNAI2
lncRNA	LINC02596
protein_coding	GPLD1
protein_coding	AKR1D1
protein_coding	ISG20
protein_coding	C9
protein_coding	ATP6V1E2
protein_coding	ACOT4
protein_coding	UBE2O
protein_coding	CALR3
protein_coding	SYNE3
protein_coding	TEK
protein_coding	ADGRE3
protein_coding	COL2A1
protein_coding	AQP9
protein_coding	STRIP2
lncRNA	LINC01736
protein_coding	PLAC8
protein_coding	QRICH2
protein_coding	UMOD
protein_coding	TMEM150A
protein_coding	PPP1R14D
protein_coding	SARS2
protein_coding	RTN4RL1
protein_coding	ADAMTS12
protein_coding	RAB30
protein_coding	SNRPA1
protein_coding	INTS2
protein_coding	RIN3
protein_coding	CCND3
protein_coding	FBXW7
protein_coding	NRG2
lncRNA	SERTAD4-AS1
protein_coding	VAMP1
protein_coding	IFI27
protein_coding	POMGNT2
protein_coding	TUBA3D
lncRNA	LINC01779
lncRNA	CAMTA1-IT1
protein_coding	PPP1R2
protein_coding	PTP4A1
protein_coding	TYROBP
protein_coding	PTPRK
protein_coding	LYPD6
protein_coding	LMBRD2
lncRNA	LINC02771
protein_coding	SAA4
protein_coding	GALC
protein_coding	GLS2
protein_coding	COA5
protein_coding	MAST3
protein_coding	BTBD17
protein_coding	WDFY3
protein_coding	SDF2
protein_coding	CDKN1C
protein_coding	C1QTNF2
protein_coding	SPOCK1
protein_coding	FZD4
protein_coding	JPT2
protein_coding	ACMSD
protein_coding	LYRM7
protein_coding	EMC6
protein_coding	MEF2B
protein_coding	WWC2
protein_coding	DDIT4
protein_coding	POU3F1
protein_coding	SLIT1
protein_coding	ALDH6A1
protein_coding	CXXC5
protein_coding	PKIA
protein_coding	FREM1
protein_coding	AKR1B15
protein_coding	SPG21
protein_coding	METTL8
protein_coding	SDR42E1
protein_coding	MMP16
protein_coding	ZPBP
protein_coding	HS3ST2
protein_coding	CD72
lncRNA	LINC01649
protein_coding	SRP19
protein_coding	CHST4
protein_coding	EFR3A
protein_coding	ZNF423
protein_coding	ITIH4
protein_coding	ARAP1
protein_coding	DOCK8
protein_coding	CEACAM16
protein_coding	COX11
protein_coding	SLC35B4
protein_coding	UNC5B
lncRNA	CADM3-AS1
protein_coding	YIPF5
protein_coding	EMILIN1
protein_coding	CRYM
lncRNA	DPH5-DT
protein_coding	KIN
protein_coding	NUP62
lncRNA	LINC01409
protein_coding	BAG5
protein_coding	MSH3
protein_coding	CHGA
protein_coding	GAN
protein_coding	ADAM9
protein_coding	PANK1
protein_coding	SLC48A1
protein_coding	VAMP5
lncRNA	FAM41C
protein_coding	CYB5B
protein_coding	PRKAG2
protein_coding	CHAT
protein_coding	PTPN21
protein_coding	MIGA2
protein_coding	GLG1
lncRNA	LINC00115
protein_coding	CEBPE
protein_coding	SPTSSA
protein_coding	RPS20
protein_coding	TEDC1
protein_coding	TNNI3
protein_coding	ARPC2
protein_coding	UTP6
protein_coding	FAM86B2
protein_coding	JCAD
